影评内容,情感得分,影评分数,差异
1.刘慈欣的点子几乎没用，沦为背景摆设，可惜；2.剧作超多瑕疵，而且太偷懒，居然生生在设定里抄出一个剔除科幻内核的星际穿越；3.这主题，这立意，还能再土一点吗？4.特效厉害，也只能算你是灾难片,3.5898944699281885,3.0,0.5898944699281885
保持谦虚才有继续进步的空间。中国科幻电影“天花板”已经这么低了（或者说根本没有），就不要再过分吹嘘和自我满足了，还是理性看待这部难得之作比较好。,4.974474263881338,3.0,1.974474263881338
技法和故事之糟糕且不论，「人类命运共同体」可以算是今年最让我感到恶心的词了。人和人也许能踏上同一条命运之船，甚至分享同一个命运的果实，但这份巨大的爱或罪绝不可能为集体所共有，此之谓さだめ。说到底，一个人的命运只能掌握在他自己的手里。不经允许从一个「人」的手里夺走它的罪孽，不仅是自以为救世主的傲慢，更是使人不再为人的谋杀，绝对不可能容忍。,4.9999999866083495,1.0,3.9999999866083495
有中国特色的科幻片大概是一部科幻片能达到的最失败的境界；另外，基本没表现出大刘科幻作品的优点，缺点倒是暴露无遗。,4.996970070563075,1.0,3.9969700705630746
我是真的很期待，但是这也太难看了,2.987793030544965,2.0,0.9877930305449651
比我想象中好诶，但木星也太可怜了吧，木星不要过年的吗？#救救木星#,1.2141580548040003,4.0,2.7858419451959997
1.流浪地球第一步，让世界停转，全世界那么多锅如何保证不被海啸淹了成为活火山口？坏一半锅地球还能推得动吗？ 2.全世界那么多科学家没有提前算到地球会被木星吞了，要靠技校汽修小弟来点火柴，京京来当火星子，这爆竹不早该在计划之初就该想好怎么放的吗？ 3.前两个问题不解决，这故事已经不成立了，这不是流浪地球，分明地球作死指南，不如阴谋论得直接一点，“火种”就想让木地相撞，靠爆炸波做作空间站的第二次助推，京京户口联合救世不就很好吗 4.满当当两小时，一个人物都没立住，户口因为妈妈死就恨爸爸，爸爸牺牲了就不恨了？excuse me？其他人物更不谈了 5.视效是拉上去了，当然特别明显的低模还是挺多的，基本够看 6.这不是什么“中国科幻片元年”，“中国灾难片元年”谢谢 7.综上5分，别说够上『星穿』了，还没接近『后天』呢,4.999999999999997,2.0,2.9999999999999973
荒诞科幻灾难动作片，静候天体物理学家忍不住跳出来改当影评人专业吐槽，对国产片和对自家小孩一样，无条件溺爱无助于他的真正进步与成长，试问哪个影迷会不希望国产电影扬眉吐气？没有的；“借鉴”、“致敬”多，有缺点有不足，本来都好说都不是大问题，但若功利性目的性过强，失去一部电影的“真心”，这比失去它的艺术、技术更糟糕，只会令人尬意连连；编剧把什么都往“大”里说，怕是对电影的影像世界的“恢弘壮阔”的定义有什么误解,4.999999996810939,3.0,1.9999999968109394
需要回答三个问题：什么是对白，什么是女性，什么是希望。附加题：联合政府在地上还是在天上？,1.4037241956927704,3.0,1.5962758043072296
AMC屏幕上看到广电总局的Logo而不是哥伦比亚女神或是派拉蒙山峰已经觉得很sentimental了，没想到后面还有一波又一波的强力煽情。略显牵强的转折和理论漏洞其实瑕不掩瑜。引用之前看到的一个review：当中国人开始讲科幻故事的时候，那种想象力、气度与格局，很迷人。只有拥有5000年文明历史的中国人，才会去想象一个长达2500年的计划和故事。,4.9999985182677396,4.0,0.9999985182677396
三星半。所有技能点都加在视觉上了吧,4.685175185032989,3.0,1.685175185032989
尬到骨髓。,3.9191815621298782,1.0,2.9191815621298782
尽管很多瑕疵 依然完全对得起五星。逻辑 你说逻辑 那你告诉我星际穿越那个从黑洞还能回来的逻辑是什么逻辑？一星原罪就是这电影是中国出品吧？对我来说 带着地球去逃亡 路上朝木星扔了个炮仗 超级浪漫好吗！看完原著依然觉得电影真的棒，neng在取舍间把内核完整保留还带着少年漫画式的燃，真的要吹爆！,4.999999710289783,5.0,2.8971021670542996e-07
煽情煽到恶心。本来忽略硬伤，三星也还是有的。,1.3322267647450277,2.0,0.6677732352549723
纯为宣发手段修改，本来可以在3.2-3.5,1.4032667572830286,1.0,0.40326675728302863
感觉像是个“围城”的故事啊：《三体》里，三体人想到太阳系生活；《流浪地球》里，地球人想去三体人的半人马座生活。所谓旅行，果然就是从自己呆腻的地方到别人呆腻的地方去。,4.999999799331949,3.0,1.999999799331949
泪流满面??国产类型影片的劈叉！,3.3878187521289944,5.0,1.6121812478710056
悲观的诗意是大刘科幻最独特的美，宏观上理性冷血，微观上悲天悯人，电影只截取了原著的部分，或许是这种宏伟的题材本身就不好驾驭，从设定背景和故事切入，导演没能找到一种平衡,4.99999975104808,3.0,1.9999997510480796
穿了身貂皮大衣的暴发户总是在不经意的举止间暴露自己品味的低劣。是不是坏的电影倒无所谓，主要是整个表意体系十分僵硬。相比之下，《战狼2》其实观感还可以。,3.2306776165236215,3.0,0.2306776165236215
苟利地球生死以，岂因祸福避趋之。对人性还是持积极的态度，从而少却了原著的冷静与深刻。,4.9986913459661055,4.0,0.9986913459661055
对不住了，看完实在是骂街骂了十分钟不止，没有一点情绪能入戏，唯独片中一句话“让人类永远保持理智还真是奢望”还能赞同！让导演和编剧保持智商更是奢望！看完我觉得《来电狂想》都还算说得过去了。这种特效你们就能满足？98年的《兵人》早用过同样的场景同样的车和枪了… 以及…从此我对吴京的讨厌正式超过王宝强了！,4.9997483220173855,2.0,2.9997483220173855
这部电影最厉害的地方就是，最后拯救地球的戏份太过热血、京京的亲情戏码太过感人，所以我完全忘记了中间的徒劳的火石转移剧情有多么多么屎，最后还是给它打了7.5分。可见，只要开头开好了，结尾收好了，中间瞎几把演的都会被人忘记的。,4.999999974172309,4.0,0.9999999741723089
电影四星，鼓励一星，评论区撕的鸡飞狗跳更证明了国内大众科普事业任重道远，一帮子民科都不如的人指出科幻设定问题我也是醉了，国内需要做科幻的带头人，任重道远，加油,4.99998247339645,5.0,1.752660354981117e-05
妹妹开着全球广播声情并茂地发表了一番个人感悟心灵鸡汤后，外国人纷纷落下泪水，鸡血充满身去援助。至此此片苦力维持撑着的“大片”感终于回到了本来的小品面目。多次连贯的旋转镜头被剪碎切到满是机械堆砌的镜头很短时间，还没看清又剪开，几个镜头后又剪回来，你剪辑是干什么呢？？？,4.9873968377315165,2.0,2.9873968377315165
这绝对是我看过的最降智的电影，前一个小时两个小孩乱搞害死两条人命，还唔唔嚷嚷不知道搞什么。所有人都想着自己的家人，世界都要毁灭了还在这边搞七搞八。真是看不下去。,4.994685670617421,1.0,3.9946856706174207
不会讲故事 导致逻辑也乱七八糟 也不会拍电影 堆积堆积堆积堆积毫无节制 全都是空的 大型审美疲劳+刻奇 好在主旋律没那么强 但是也够鸡贼 很多偷学的地方 但是也学得不好 好在硬条件上够强,2.0270221831596955,2.0,0.027022183159695512
开始以为吴京是最没用的那个，没想到…,2.8924855938898566,4.0,1.1075144061101434
剧本人物行为智障……吴京出演三观必恶臭。看到反胃想吐……特效给三分已经不能再多。,2.9928508872543627,3.0,0.007149112745637343
2019.01.20，No.9，CBD万达，刘慈欣亲友场超前观影会。需要平复一下激动的心情，整理好想说的话，因为想说的太多太多，迟一些吧。简而言之就是，我要吹爆《流浪地球》！我不是科幻粉，甚至也不是大刘粉，但是看《流浪地球》的时候一直在想，卧槽我特么终于可以拍着胸脯摸着良心让亲朋好友们去看，因为这部电影真的太特么牛逼了！特别特别稳，重新定义中国大片，重新定义中国电影工业水准，中国科幻电影第一炮绝对可以打响了！郭帆导演成了！向参与过《流浪地球》创作过程的全体人员致敬，所有人都在经历中国科幻和中国电影的里程碑！,5.0,5.0,0.0
科幻不规范 观众两行泪,4.803151136600824,2.0,2.8031511366008237
第一让吴京上感情戏确实太勉强。。。。然而你说集体主义情怀毒奶可以，说家庭纠纷格局狭隘可以，说伪硬科剧情走向忽软忽硬也可以，说演技掉线煽情尴尬也成，但这玩意你叫太空战狼？？？太空戏一共不到30分钟就太空战狼了你们看电影了吗？？？讲个笑话，同样把原著改的面目全非火星救援能8·4这片子却8·1，还好意思说不能因为国产就放低标准？？？双标党歧视中国电影的嘴脸还能再道貌岸然点不？？？？,1.00002780258355,5.0,3.99997219741645
迈出了第一步，才知道“中国科幻电影”并不是什么不可攀登的高峰。虽然有些中二，人物平面化，特效充满浓浓的影棚绿幕抠图感，对简单的太阳系天体动力学没有作出应有的解释，但在宏大背景下，整个故事是完整圆满的！有没有硬核科幻大宇宙情结不重要，能把故事讲囫囵了，任何电影都可以成功。,4.999999998828842,5.0,1.171158281465523e-09
人物刻畫不好 情感也不入心 演技也沒有出眾的地方 但是中國科幻片視覺能到這水平我已經太意外了 成長需要代價和時間的 為每一個重大的進步歡呼 ,1.0230435372015605,4.0,2.9769564627984395
气势恢宏，特效很棒；这种体量的国产科幻题材值得鼓励；但这并不是什么标榜或者崛起之类的，这就是我们的一个新起点，希望中国电影越来越好，希望豆瓣也趋于正常，不要搅浑了这一片净土,4.999996516133342,3.0,1.9999965161333417
许多人好像分不太清楚“值得鼓励”与实际质量根本没有一丝一毫的关系。流浪地球值得鼓励，值得渴望作者电影也能得到主流市场认可的下一代电影人们的鼓励，值得渴望有好作品可以看的观众群体的鼓励，也值得有心做好中国电影市场的制片人电影厂投资人的鼓励，但是我们的更广大的观众们需要明白的是，这些所有的值得鼓励跟流浪地球这部电影好不好没有一丁点关系。事实就是，这部除了愚蠢到令人瞠目结舌的表演和台词、混乱不堪的剪辑、模糊且毫无必要的人物角色塑造及其近乎全无的逻辑关系是自己原创的之外，其余所有制作呈现环节都来自于我们大言不惭地自以为已经赶上甚至超过的“西方科幻片”的电影，是一部不折不扣的商业烂片。清醒一点吧。,5.0,1.0,4.0
一颗星给特效制作，一颗星给脑洞，因为我对剧情细节要求太高了，所以扣三颗星,1.2806665540463293,2.0,0.7193334459536707
一張張移動的臉譜以難以忍受的浮誇演技馬不停蹄地上演著演過千遍萬遍的程式化戲碼，試圖喚起一些廉價破碎而虛無的「宏大」情感。沒有一個人物是不大義凜然的，沒有一個角色是不隨時隨地心甘情願毫不猶豫犧牲自己的生命的，「犧牲」的意義也就被完全消解了，生命也沒有了分量，整部電影淪為一群假人的角色扮演。整個節奏完全是災難，兩分鐘一個套路情節點擁擠不堪，彷彿短視頻拼接而成的兩個小時，恨不能不浪費一秒的時間容觀眾反應和思考，機械化全自動地不間斷刺激著觀眾的神經，這一點上倒具有鮮明的時代特色。各種毫無幽默感的插科打諢強行搞笑尷尬油膩到讓人十趾抓地，煽情催淚時刻倒讓人十分想笑。中國科幻里程碑？不，是中國電影恥辱柱。再次確認了一個簡單的事實——中國電影的癥結根本不在技術，而在審美、情感與文化素養。,1.0062956547590565,1.0,0.006295654759056468
幸福蓝海（江都佳源店）2019.2.5.4:40pm IMAX+3D。“电影”“中国”的“事件”与“时刻”。  PS. 正如片尾曲《带着地球去流浪》，化用的不仅是《观沧海》，更是《浪淘沙·北戴河》。《流浪地球》以及刘慈欣，和“换了人间”的历史与豪情有着不可分割的联系。会被此片感动或观看的前提之一，就是仍愿向“中国”（历经鲜血曲折、今天更问题重重的“新中国”）投注希望和热情。大可不必通过分割/剥离“中国”与“科幻”为此片辩护。中国电影无需这种辩护。,5.0,5.0,0.0
男女主没演技，尤其是男主，全程都是斗狠的愤怒表情。。而且犯了国产电影的通病，过于煽情，情绪煽出来又收不住。特效还是过得去关的，音效也可以。剧情比较简单，勉强送一分吧,2.690833577853394,3.0,0.30916642214660595
特效五星，剧情一星，表演三星，打星引发的乱七八糟其他事满头金星。,2.6625608749988365,3.0,0.33743912500116346
流浪地球这么宏伟的计划，电影里竟然体现不出一点史诗感，只能感觉到主角是个天才拍拍脑门喊喊话就能拯救地球…人物扁平没有看点，一切为了推动故事发展也就算了，个人英雄主义加上中式大调配乐加上吴京木头一样微笑的军装脸，白瞎了这么好的故事背景和特效，电影两星，多加一颗鼓励星，希望流浪地球2不要再让我失望了,4.999999999851166,3.0,1.9999999998511662
钱都花那么多了 就不能好好写剧本吗？吴京能忍 模仿Interstellar也能忍 但是 每个人物都无比单薄 彼此之前的感情关系毫无道理 看的真是太尴尬了。而且 同期收声有那么难吗？嘴型不对真的很奇怪啊。真是可惜了大刘的好故事 CGI组撑起了全片。,4.749861221655822,3.0,1.7498612216558218
刘慈欣同名小说改编。末世场景 很绝妙的想象力 地下都市有如阿西莫夫钢穴的实体化。剧情虽显一板一眼 包括在煽情与台词上处理的并不完美 选角可能也显得不够稳重 但整体上说白壁微暇 剧情还算有模有样 而在特效制作上 更是气势恢弘。行星发动机的故障 冰封都市行军的坎坷 太空空间站的异动 地球与木星的何去何从 也都牵动人心。终于等到当代中国电影届拿出一部好莱坞水准的科幻作品了 感怀不已。,5.0,5.0,0.0
格局这种东西见仁见智，但至少在特效水平上达到了好莱坞工业化（十年前2012）的水平。一些设计还是挺有意思的，比如条形码扫描，驾驶提示的梗，不过机械盔甲能多展现一下作用就更好了。细节上真没法推敲，好多地方嘴型都对不上，还有卡帧既视感。以及100年后的社会有点令人失望啊，跟现在没啥差别，北京中学生校服还那么丑。,4.858594981877996,3.0,1.8585949818779959
新冠时代神预言，一小群穿制服戴面罩的人强行英雄主义，其他人第一不知道是死是活，第二想死想活也没人问，集体隔离完事。。。事情当然越搞越砸，没事，派个初中生强行地球发布。。。。吴京作为吉祥物值得尊重，让大家看到上层建筑里一言不合是酒瓶子一扔就能解决问题的，就是这样不讲道理，就是这样人定胜天，不要问为什么。,1.3835542443129607,2.0,0.6164457556870393
非常郑重的一次短评。因为它的质量配得上四星，也使我感动落泪，但基于豆瓣受到的侮辱，友邻被攻讦的不爽，狂热粉丝又自甘民粹目中无人。特此一星。慢慢对吴京没那么大抵触了，但没办法，对事不对片，有谩骂批评的权利，也有反制审美专权的斗志。,4.859790799649249,1.0,3.8597907996492493
我儿子说：必须五星！但是我觉得客观来说也就是三星半吧。人物塑造实在太尬了。至于说中国人也能拍硬科幻啥的，是挺不容易的，但那跟电影本身也没啥关系吧。,4.015103531256262,4.0,0.01510353125626196
3+1星支持。很多场面已经有一种愿望达成的感觉：中国拍出了拿出去也不丢人的科幻电影。只是很多时候并不是那种“完了完了”并且扣人心弦的感觉，而是“完了完了”并且很吵且有一点点无聊。有燃料而缺引擎，它在熊熊燃烧。,4.999695352223297,4.0,0.9996953522232968
个人感觉是三星半到四星，优点和意义什么的就不说了，电影本身的缺点比较明显：前半段节奏很快，有点凌乱，救援队的一批人没有什么背景交代，就窜上来直接刚主线；地面上的远景镜头特效一般，特别是看到很多运输车跑的那些镜头有点假；太空站的桥段整体不错，但那个电脑的存在感有点尴尬；父子戏值得肯定，吴京这一边更好一些；地下城很一般，除了表现灾难，以及是个可以回去的家之外，对社会结构的变化可能性没任何触及；有些台词读出来，不像是电影里的话（不像是正常人说的话）。旁边陪女朋友看的大男孩哭了，加半星吧。悉尼乔治街的影院基本满座。,4.99999999997832,4.0,0.9999999999783196
4.5/10。不是科幻片，是灾难片。特效真假，头盔让我一直出戏。人类已经傲慢到靠点燃其他星球来拯救自己了，而且落脚点在那薄弱的父子情。给所有靠旁边叙事的电影扣印象分。多一星给大片的壳，有总比没有强。,4.9999998325550274,2.0,2.9999998325550274
一定要在电影院看的电影，看2D配上好音效非常燃；部分特效确实看得出瑕疵，但对于中国电影来说无疑是一大进步；希望导演的下一部戏不要这么多尴尬的煽情戏，尽量不要请吴京了，不是因为他又红又专，而是因为他真的没什么演技。,4.9999717899121245,4.0,0.9999717899121245
“中国科幻元年”，是指我们可以从这里开始。,4.388440640648222,5.0,0.6115593593517783
燃是够燃了，但是不够硬。譬如说，为色摸全球科学家推算成功率为0的方案主角们拍两下脑袋就能成功了？为色摸“留空间站还是救地球”的取舍可以由一个人做决定？为色摸连地面自动驾驶都不能实现的时代，空间站可以交给AI控制？（不要告诉我这只是为了致敬库布里克）……嗯，这也许是中国近十年来最好的科幻电影，但是还远不足以还原大刘的故事啊。,4.996131525168229,3.0,1.996131525168229
还不错。转折和解决太生硬了，居然让一对中学生给出拯救人类方案，中科院物理所可以切腹了。,4.790418285208567,4.0,0.7904182852085668
给你两星是给中国科幻起航。不代表我认可这部电影。,4.737522323144556,2.0,2.737522323144556
比较像加料加量版的《钢铁苍穹》。救援镜头太多太晃了，有点眼晕。快结束的时候我在想，一个童年生活在消费社会下的人，进入流浪地球模式后的感受大概类似于出生在清末的中国人，当你觉得情况已经很坏的时候，它还可以更坏（微笑）。,4.999947385448692,4.0,0.9999473854486922
台词尬，煽情硬，人物还没立起来就死了，无法引起共鸣。“回家”主题在苍白的人物面前显得毫无说服力。剧本不及格，特效再好也没用啊（摊手）,4.133264286470498,3.0,1.1332642864704976
那些说不好看的人，摄像机给你，你来拍。真想让那些拍个小妖怪动画片和三流情感小剧场都要弄个3D的人来看一看，这才是3D电影应该有的样子。作为一个从初中物理就开始不及格的人来说，我看了两遍原著依然没有看懂，但是电影我看得很入戏。虽然电影做了很多的情节改动，但是具象化的表达方式填补了我的想象空白。电影里最喜欢的一段，是韩子昂在氧气耗尽前回忆起自己过往的一生，没有想起金钱名誉和权力，他想起的是十四年前地球停止自转的第七天，他在海啸中救起了一个劫后余生的女婴。他收养了她，给她取名韩朵朵，这是他故去女儿的名字。人在生命的最后一刻，往往会怀念起一生最珍贵的东西。,5.0,5.0,0.0
为了去看2补上1，就真的人设接受无能，唯一的动人点是说计划失败，全体回家，然而接着就出现了拍脑袋的转折，还是从这么一个不靠谱的小孩脑子里，大刘的设定，特效，都是好的，但就是人物立不起来，套用台词“没有人的文明，没有意义”，“没有人物的电影，没法共情”,4.9111807631971836,3.0,1.9111807631971836
从视觉效果到故事架构都是不错的，特别是在科幻这一题材上对于中国电影来说的某种突破。只是从我个人观影角度，难得有一部电影从男一男二甚至女一都因为类巨婴性格问题让我厌烦，所以最后想营造的情感都通通失效了,4.999999999967688,3.0,1.999999999967688
实在看不下去，感觉自己和救援车上的小哥一样吐了出来,3.3464933251624407,1.0,2.3464933251624407
虽然半路CICI认为可怕溜出去改看佩奇了，可再回来一点都没耽误学好化学救地球。创作扎实（虽然原作也不算大刘的强音），细节用心，呈现到位，把个很容易拍成网大的题材整得很到位，不用吹不用黑，相当完整可看，特别不容易，看到了跟上韩日印泰的希望，希望，比钻石还珍贵的东西，在国足那儿已经炼成炭了，在国导这里，在特别有限的创作自由和话语权底下，还可以再留一阵子。,4.999999998242955,4.0,0.9999999982429548
萧瑟秋风今又是，换了人间。,2.810532346416204,5.0,2.189467653583796
像看中文版音乐剧，每个环节都学得有模有样，大场面get到精髓，工作态度也认真。差了几口气，但会让心怀热爱的人们觉得未来很有奔头。最大的失望可能是屈楚萧，本来指望他成为中国的刘亚仁呢。,4.97188741533493,3.0,1.9718874153349297
我觉得不行。科幻片国内还是有待加强。,3.310118025896123,1.0,2.310118025896123
3.5,2.6666666666666656,3.0,0.33333333333333437
十几年前，每个月都要跑报刊亭看有没有最新一期的科幻世界，如果有刘慈欣三个字，那更是非买不可。如今看到流浪地球拍成了电影，真的是老泪纵横，本片质量上乘，瑕不掩瑜，说开启中国科幻电影元年毫不为过。,4.999999958640535,5.0,4.1359465186019406e-08
对普世价值毫无免疫力……如果我死了可以保住全唐诗词我也愿意立刻死的……,4.97313024359214,4.0,0.9731302435921396
犯我地球者，虽远必诛！,3.569515212268022,1.0,2.569515212268022
原著流浪计划的设定特别好，可以支撑一个电影系列吧，可惜电影编剧不但没有让这个设定有足够的细化和延展，那些土法炼钢的情节、关键时刻拿人性情感搪塞的办法，既反科学，又反幻想，甚至在精神上是反原著的。虽然电影真的并不战狼，但“中国的科幻元年”碰上了战狼时代，自然在商业上火花四溅。可是看了这篇文章( http://m.sohu.com/n/262893024/)，科幻元年的悲壮感就顿时烟消云散。工业上算合格吧。但最后一场戏，王磊和韩朵朵在备用电梯发生了什么，连镜头都没有，是明显的剪辑事故。或许创作者确实非常不容易，面对差评当然会有委屈。可是既然你们选择了空手套战狼，分得了“粉红”经济的红利，就理应承担这样的舆论风险吧。,4.999999999999999,2.0,2.999999999999999
这跟刘慈欣的核心思想完全背道而驰啊，感觉就是换了个马甲讲中国军旅和好莱坞个人英雄主义故事。但是我还是看哭了……哎……,4.999997447841805,4.0,0.999997447841805
难看到想死 韩子昂就是一个恶臭普信男宝 二十多岁永远的少年一枚呀 永远冲动（热血男儿??）不仅自己找死 还要带着妹妹一起死 以为自己拽死乐 其实就是一个书呗 l??老东西叫你自己呢 看他那张脸 我就想吐??电影里还有各种针对女性的恶臭“笑话” “珍藏了五十年的妹子”“那女生是自愿的”贱不贱呐 不辱女没法拍电影是吧 贱死了 我真的看了非常恶心 非常想打死导演 遇事就会吼 吼你爹呢 各种中国式套路和教育 所有人都要前赴后继地牺牲 ?? 看到吴京的脸 我就没有看下去的欲望 笑死  剧情也好难看 各种无厘头  还有最讨厌的无逻辑煽情 一星给电影里的画面吧 有些画面挺美的,4.998154738671707,1.0,3.9981547386717073
完成度超出预期，然而总体来讲不硬，也不科幻。内核是老子英雄儿好汉，子子孙孙可搬山……,4.995484492683321,3.0,1.995484492683321
如果这部电影成为中国科幻电影所谓的新纪元，那么中国科幻电影真的是前路渺茫……,4.999433768711805,2.0,2.999433768711805
灾难级的灾难片，看得劳资尴尬癌都犯了，一星不能再多,4.0989427564087695,2.0,2.0989427564087695
其实“科幻片”和“灾难片”的概念都是伪命题，都不是什么严格的genre，硬要说的话，可以有三个评判层次：外部冲突事件的驱动力和节奏感，极端情境下社会运行机制的展示（科幻世界观），以及对真实与虚幻、已知与未知等哲学命题的思索。《流浪地球》当然都是硬伤，但它亟需解决的还不是科幻类型问题，而是工业1.0时代的问题——基本的叙事能力。,4.999999999996031,2.0,2.9999999999960307
觉得出乎意料的是音乐做的也还不错  有致敬经典的味道   是诚恳的   视觉效果整体质感很好  可惜我最讨厌声画不对位  差还是差在演技和喊口号吧,4.999777675529428,4.0,0.9997776755294279
《流浪地球》要去尝试讲述一个50亿年后太阳转化为红巨星后的故事，实在太不自量力了，要知道，地球已经存在46亿年，智人才存在了25万年，文字（文明）才存在了5000年，工业革命才过去200年，尝试讲述50亿年后的故事，实在是无知，大多数人根本无法理解50亿年到底意味着什么。,4.99999998550204,3.0,1.9999999855020398
一个人拯救世界，那是年少轻狂，前赴后继的组团救世界那才是成年人干的事。国内的科幻才会有这样的气质：带着家离开，持续2500年，这是什么？这是愚公移山精神的延续。—戴锦华,4.999999912028078,5.0,8.797192219134331e-08
神经一样的人说看到影片切出来made in china所以是烂片。三问made狗：1）为什么中国人或亚裔不能在科幻大片当拯救地球的人，是你被美帝文化洗脑还是你种族歧视？                                                           2）为什么作为天宫发射国宇航大国，我们不能有made in china的空间站？                       3）为什么我们建立文化自信之初，不能给自己打打气。人还允许哪怕稍微有点自恋，祖国就不可以吗？                                         ,4.999928854315485,5.0,7.114568451527248e-05
1.呈现特别乱。2.跟原著关系不大算是以原著为历史背景吧。3.硬煽。硬要死人。。肯定会哭哭完觉得油。。。其实觉得看原著足够了。画面是看得出很用心but就是有一种硬来的感还有挥之不去的游戏画面般的平庸感。。但是画面这种东西又很神奇。他让你特直观的连接到如此宏大计划的现实层面。即便它呈现的不行但你仿佛站在绿巨人的肩膀上又多看了一点这可能是我能给出的最好的评价了。两千五百年的愚公移山所必然经历的不坚定和可能的极权时代等等细节也没有体现。最开始抽签迁居地下城桥段所可能引起的不安定也没有展开为背景。。一切还都只是符号的样子。,4.999999999991189,2.0,2.9999999999911893
看完流浪地球，我觉得电影唯一的问题在于，行星发动机和转向发动机动力太弱了。所以即便是科幻电影，中国的发动机依然是短板。怎么能用这么低劣的动力源呢？应该用中国目前最为致命，最为先进的两种发动机。1，杠精发动机，只需要轻轻一杠，就能为地球的发展进步提供强大的动力。2，喷子发动机，抓几个喷子进机器，不停放一些话题进去，就能提供源源不断的动力，其性能比核动力更加好，而且持续时间长。这两种能源比清洁能源更加环保，目前技术已经较为成熟，我国赶超美国就靠他们了,4.999994153021691,4.0,0.9999941530216914
难以置信难以置信，国产科幻片也能有如此水准，相当赞。“道路千万条，安全第一条，行车不规范，亲人两行泪”大亮。,4.959996065730477,5.0,0.040003934269522645
幸好我是先看的2再看的1，不然可能就不会去看了，对这种叛逆少年真是不能理解，爸爸花了这么大的代价把你送到地下城，小时候不能理解怨恨就算了，成年了还不能理解…..特效2019年算是非常不错了，剧情进步点吧，别总是搞这种了,4.995767453887027,3.0,1.9957674538870274
让人类永远保持理智，绝对是奢望,4.987633282002959,4.0,0.9876332820029594
一种苏联式隐喻——曾经围绕着的太阳要熄灭了，我们必须找到另一个太阳，在达到目标之前，需要实现一种愚公移山式的世代级牺牲。相比原著虽然改动极大只留了设定，但还是保留了刘慈欣式的冷战思维和“敢叫日月换新天”的铁人精神。一万年太久，只争朝夕啊,4.999999959057938,5.0,4.0942062184967654e-08
整体挺好。就是小男孩让我有点出戏。咦，这不曹云金嘛。他怎么会牺牲自己拯救地球！他没这境界啊！,4.999995497015448,4.0,0.9999954970154477
2019年看的第一部灾难片。强拆主题，真·种花家国情怀。,4.996300110075303,1.0,3.9963001100753033
仿佛看了一出国产家庭伦理剧，从头到尾，所有的人都在吵啊闹呀，震得耳膜疼，演员的演技为零，瞪眼睛、吼、咧嘴皱眉三板斧，装傻充愣白痴化。编剧逻辑混乱，一步一坑，台词尴幽尬默，丢人现眼。水平不够，爱国来凑，出品方在做情怀绑架，在耍流氓。友邻们不必去影院看的，等下线后，如果好奇，有会员的去视频网站瞅瞅，没会员的就算了，不看不可惜的。#友情避雷#,4.9604268419576165,1.0,3.9604268419576165
给岁月以文明，给文明以岁月。,4.98143427916774,4.0,0.9814342791677397
BUG太多了，完全不过脑看个热闹还行，特效还行，剧情我已经做过心理建设了，比我预期的还要差一点。别跟星际穿越比了，真的不如,3.628176335490409,3.0,0.6281763354904091
对新技术的探索精神值得鼓励，应该看到我们的努力；对国人情怀的把握也比较精准，这个有些滑头了；其他了了。,4.999993395700765,2.0,2.9999933957007654
特效确实里程碑式的科幻作品，但这个故事，除了“流浪地球”这个设定跟原著一样，其他都是“原创”了。一看就是闯关打怪的设定，一些配角你瞄一眼就知道谁要被套路牺牲了。我真的很反感这种过度煽情，台词都很差很愚蠢，女主最后鼓动增援的发言，真的low炸，毫无感染力。如果以好莱坞标准出品的电影，这电影十分的话，也最多六分了。,4.999999995290295,2.0,2.9999999952902954
使劲煽情和不好笑的玩笑都挺让人尴尬的。短评里有人说的没错，如果换成是好莱坞班底这片也只是勉强及格。豆瓣的8+虚高了，看完连我爸妈都有点嫌弃。,1.3153092744720265,3.0,1.6846907255279735
"给星际穿越这种软科幻三星以上的人，不配给这部片三星以下；看之前比较了豆瓣评分和友邻评分，期待值理性定位在2012以上，明日边缘以下，如果有对我胃口的点可能比得上环太平洋的视效和星际迷航的冒险内核（没想到看完两个点都戳了）；前五分钟的格局和呈现方式完全满足了我对大刘科幻的期待，以至于担心后面会跟不上；整个看下来即使后面最套路的部分也至少维持了好莱坞顶级商业片的节奏和特效水平，只有新Hal, 广播和下坠三段有槽点；全片重金属车间审美加中国特色正中我下怀；完美呈现大刘无限接近现实世界的风格，加上隐含的英特纳雄耐尔一定要实现的中二，连明明一直是弱项的人物居然都完全不拖后腿；失重的眼泪戳中这辈子看电影第一次泪点；剧本包袱对仗工整，唯一的线头是那一站被扔下的宇航员；喜欢如懿的俩演员；祝福大刘从此被钱砸晕",5.0,5.0,0.0
灾难公路片。最惊艳的部分：点燃木星，推动地球。这种坐地日行八万里的想象力，让人想起毛泽东诗词。大刘确实继承了50-70年代的思想遗产，他的集体主义信念与当下中国的个人主义原子化生存发生了冲突。因此，争论焦点并不是什么“舍生取义”或中国家庭观，而是基于中国当代史的断裂。女中学生的独白太尬，但“为了希望”则揭示出中国崛起的“希望的政治”，回应了原著小说的“太阳死了”。,5.0,4.0,1.0
